56;1.03;Zamoskvorechye;2024-12-09 12:12:10
57;16.61;Tverskoy;2024-10-30 21:10:50
58;32.32;Yakimanka;2024-12-06 18:12:33
59;8.25;Tagansky;2024-12-01 04:12:16
60;21.09;Tagansky;2024-12-21 21:12:00
61;26.68;Yakimanka;2024-12-18 12:12:37
62;22.58;Meschansky;2024-11-17 13:11:37
63;13.59;Krasnoselsky;2024-11-17 06:11:47
64;14.28;Arbat;2024-11-23 19:11:23
65;19.69;Khamovniki;2024-11-15 04:11:19
66;37.1;Tagansky;2024-12-26 13:12:28
67;10.41;Yakimanka;2024-11-05 08:11:12
68;10.11;Yakimanka;2024-12-09 02:12:57
69;38.65;Yakimanka;2024-11-17 12:11:25
70;11.33;Basmanny;2024-11-02 09:11:20
71;46.95;Tverskoy;2024-12-27 08:12:25
72;42.63;Krasnoselsky;2024-12-22 17:12:22
73;46.25;Krasnoselsky;2024-11-19 23:11:40
74;1.8;Yakimanka;2024-11-18 17:11:39
75;43.57;Zamoskvorechye;2024-11-20 03:11:47
76;46.81;Khamovniki;2024-11-27 00:11:00
77;16.39;Arbat;2024-11-24 17:11:06
78;17.04;Yakimanka;2024-11-05 18:11:10
79;42.76;Arbat;2024-12-28 07:12:43
80;10.29;Krasnoselsky;2024-12-28 11:12:09
81;47.57;Khamovniki;2024-12-12 04:12:08
82;48.55;Yakimanka;2024-12-06 14:12:55
83;4.3;Meschansky;2024-11-08 20:11:12
84;19.86;Khamovniki;2024-12-24 13:12:13
85;17.76;Yakimanka;2024-12-25 12:12:19
86;21.75;Krasnoselsky;2024-11-13 04:11:42
87;15.6;Meschansky;2024-11-09 17:11:31
88;30.34;Zamoskvorechye;2024-11-10 14:11:50
89;12.69;Tagansky;2024-12-04 02:12:47
90;36.34;Yakimanka;2024-12-07 21:12:56
91;1.79;Krasnoselsky;2024-11-26 01:11:43
92;44.66;Meschansky;2024-12-15 06:12:16
93;25.44;Presnensky;2024-12-30 01:12:37
94;16.86;Tagansky;2024-11-29 17:11:02
95;1.33;Tverskoy;2024-12-27 18:12:29
96;18.17;Tagansky;2024-12-16 18:12:29
97;18.79;Yakimanka;2024-12-22 04:12:34
98;3.55;Tagansky;2024-11-24 13:11:17
99;0.18;Zamoskvorechye;2024-12-04 22:12:14
100;27.75;Basmanny;2024-11-13 04:11:52
101;26.97;Meschansky;2024-11-27 20:11:08
102;27.85;Arbat;2024-12-07 14:12:21
103;4.63;Tagansky;2024-12-27 05:12:28
104;17.83;Tverskoy;2024-11-07 11:11:16
105;24.61;Arbat;2024-12-02 17:12:16
106;0.65;Tverskoy;2024-11-12 03:11:58
107;17.25;Tverskoy;2024-12-08 20:12:52
108;34.14;Meschansky;2024-12-31 04:12:57
109;8.17;Tagansky;2024-11-20 21:11:22
110;25.17;Khamovniki;2024-12-30 05:12:49
111;22.93;Arbat;2024-12-10 22:12:41
112;27.97;Presnensky;2024-12-02 18:12:18
113;46.09;Krasnoselsky;2024-12-07 12:12:20
114;1.26;Zamoskvorechye;2024-12-17 12:12:27
115;31.43;Tverskoy;2024-11-06 05:11:38
116;22.78;Tagansky;2024-12-22 09:12:27
117;22.68;Yakimanka;2024-11-13 03:11:41
118;17.59;Arbat;2024-12-17 11:12:04
119;36.85;Meschansky;2024-12-12 12:12:28
120;32.77;Meschansky;2024-12-08 21:12:12
121;21.62;Arbat;2024-12-15 15:12:29
122;42.29;Zamoskvorechye;2024-12-23 10:12:21
123;29.1;Tverskoy;2024-12-29 12:12:04
124;10.96;Krasnoselsky;2024-12-29 03:12:24
125;3.49;Yakimanka;2024-12-01 19:12:12
126;18.23;Zamoskvorechye;2024-12-03 12:12:20
127;33.06;Zamoskvorechye;2024-12-12 20:12:08
128;24.22;Yakimanka;2024-12-16 00:12:13
129;25.5;Zamoskvorechye;2024-11-27 23:11:26
130;25.83;Yakimanka;2024-12-17 20:12:34
131;30.05;Arbat;2024-12-31 04:12:10
132;31.37;Basmanny;2024-12-28 18:12:12
133;42.98;Krasnoselsky;2024-12-12 09:12:54
134;16.1;Khamovniki;2024-11-11 02:11:03
135;27.43;Meschansky;2024-11-15 17:11:28
136;8.54;Khamovniki;2024-11-18 19:11:34
137;6.28;Zamoskvorechye;2024-11-09 15:11:13
138;23.94;Khamovniki;2024-12-24 03:12:46
139;46.9;Basmanny;2024-11-11 09:11:17
140;30.75;Khamovniki;2024-11-14 22:11:45
141;30.36;Meschansky;2024-11-20 17:11:30
142;21.45;Yakimanka;2024-12-15 10:12:13
143;22.96;Yakimanka;2024-11-19 23:11:15
144;24.6;Zamoskvorechye;2024-12-28 09:12:34
145;10.61;Presnensky;2024-12-13 21:12:55
146;17.29;Tverskoy;2024-12-27 01:12:24
147;6.94;Krasnoselsky;2024-12-01 19:12:08
148;37.27;Yakimanka;2024-12-29 05:12:25
149;41.36;Yakimanka;2024-12-28 04:12:28
150;13.64;Tverskoy;2024-11-06 05:11:08
151;29.15;Meschansky;2024-11-04 12:11:50
152;1.17;Tagansky;2024-12-13 10:12:19
153;3.53;Khamovniki;2024-12-14 20:12:56
154;32.83;Khamovniki;2024-12-11 23:12:23
155;40.53;Krasnoselsky;2024-11-03 22:11:49
156;28.73;Khamovniki;2024-11-10 09:11:39
157;49.91;Presnensky;2024-12-12 11:12:34
158;3.92;Tagansky;2024-12-02 14:12:05
159;10.75;Krasnoselsky;2024-12-23 14:12:23
160;36.76;Basmanny;2024-10-30 11:10:02
161;47.43;Presnensky;2024-12-26 04:12:03
162;25.68;Krasnoselsky;2024-12-07 05:12:08
163;42.7;Meschansky;2024-12-24 05:12:28
164;6.36;Arbat;2024-12-31 23:12:50
165;13.03;Presnensky;2024-12-08 01:12:26
166;14.76;Zamoskvorechye;2024-12-31 23:12:18
167;44.26;Zamoskvorechye;2024-11-11 15:11:57
168;24.97;Tverskoy;2024-10-30 08:10:21
169;31.3;Arbat;2024-11-05 10:11:16
170;18.96;Krasnoselsky;2024-12-20 13:12:06
171;6.53;Yakimanka;2024-11-11 04:11:07
172;29.64;Tagansky;2024-11-21 09:11:31
173;37.13;Presnensky;2024-11-22 17:11:10
174;8.8;Yakimanka;2024-11-03 09:11:19
175;21.23;Meschansky;2024-12-17 18:12:30
176;6.13;Arbat;2024-11-29 10:11:37
177;35.71;Presnensky;2024-12-23 15:12:05
178;0.23;Basmanny;2024-11-16 15:11:57
179;18.33;Basmanny;2024-12-09 19:12:39
180;2.85;Arbat;2024-11-29 06:11:24
181;23.21;Yakimanka;2024-11-13 11:11:12
182;20.57;Meschansky;2024-11-03 09:11:52
183;4.51;Tverskoy;2024-11-20 10:11:05
184;39.64;Zamoskvorechye;2024-10-28 15:10:12
185;23.96;Arbat;2024-11-24 04:11:02
186;26.06;Krasnoselsky;2024-11-14 20:11:55
187;46.38;Presnensky;2024-12-18 07:12:53
188;30.97;Meschansky;2024-11-26 21:11:01
189;28.98;Tverskoy;2024-12-24 16:12:03
190;25.99;Tverskoy;2024-12-11 10:12:19
191;34.49;Presnensky;2024-11-17 08:11:46
192;34.69;Tverskoy;2024-12-30 11:12:32
193;49.06;Zamoskvorechye;2024-12-26 14:12:03
194;39.55;Khamovniki;2024-12-03 18:12:11
195;44.35;Krasnoselsky;2024-12-03 11:12:36
196;30.54;Krasnoselsky;2024-11-07 06:11:41
197;14.13;Tagansky;2024-12-14 08:12:53
198;33.5;Meschansky;2024-12-23 08:12:09
199;15.18;Tverskoy;2024-12-13 19:12:42
200;4.69;Yakimanka;2024-11-29 02:11:35
201;1.96;Yakimanka;2024-10-28 11:10:53
202;39.56;Tverskoy;2024-12-18 11:12:37
203;47.65;Zamoskvorechye;2024-10-28 18:10:57
204;6.62;Basmanny;2024-11-08 02:11:20
205;44.97;Tagansky;2024-11-02 02:11:56
206;37.97;Arbat;2024-12-10 15:12:41
207;47.07;Arbat;2024-10-28 08:10:46
208;10.33;Arbat;2024-11-29 11:11:12
209;44.6;Presnensky;2024-12-17 02:12:52
210;14.23;Tagansky;2024-12-10 20:12:31
211;27.14;Khamovniki;2024-11-02 03:11:18
212;19.84;Krasnoselsky;2024-12-30 05:12:03
213;2.28;Tverskoy;2024-11-04 22:11:37
214;32.95;Meschansky;2024-12-18 09:12:16
215;33.23;Zamoskvorechye;2024-12-30 22:12:24
216;30.5;Zamoskvorechye;2024-11-17 20:11:27
217;23.61;Arbat;2024-12-17 16:12:51
218;8.13;Meschansky;2024-10-27 11:10:50
219;22.99;Tagansky;2024-11-11 20:11:37
220;30.52;Arbat;2024-11-18 13:11:04
221;31.87;Yakimanka;2024-12-29 10:12:21
222;44.52;Basmanny;2024-12-28 01:12:08
223;43.55;Basmanny;2024-12-06 11:12:16
224;27.89;Arbat;2024-11-12 21:11:08
225;3.86;Zamoskvorechye;2024-12-16 00:12:32
226;23.87;Arbat;2024-11-04 07:11:03
227;3;Meschansky;2024-11-18 14:11:08
228;4.85;Meschansky;2024-12-17 11:12:02
229;16.11;Meschansky;2024-12-24 06:12:58
230;26.48;Khamovniki;2024-12-24 05:12:25
231;10.31;Tverskoy;2024-11-14 21:11:41
232;1.93;Arbat;2024-12-20 07:12:37
233;28.14;Arbat;2024-11-22 04:11:53
234;8.26;Meschansky;2024-12-26 23:12:14
235;7.59;Khamovniki;2024-11-14 06:11:13
236;38.04;Presnensky;2024-12-20 21:12:44
237;38.78;Krasnoselsky;2024-12-19 13:12:37
238;18.09;Basmanny;2024-12-22 04:12:33
239;33.26;Zamoskvorechye;2024-11-01 01:11:15
240;12.69;Basmanny;2024-11-30 10:11:32
241;7.92;Tagansky;2024-11-06 06:11:31
242;19.8;Arbat;2024-11-27 03:11:27
243;9.44;Presnensky;2024-12-18 22:12:25
244;46.76;Tverskoy;2024-11-20 08:11:49
245;17.76;Basmanny;2024-12-07 04:12:31
246;33.94;Khamovniki;2024-12-24 14:12:25
247;10.63;Khamovniki;2024-11-01 21:11:01
248;47.68;Khamovniki;2024-12-26 12:12:35
249;41.21;Krasnoselsky;2024-12-27 04:12:01
250;29.1;Yakimanka;2024-11-04 03:11:04
251;43.3;Tverskoy;2024-12-24 21:12:31
252;22.19;Khamovniki;2024-12-31 18:12:14
253;24.56;Yakimanka;2024-11-23 00:11:39
254;20.49;Tagansky;2024-12-24 09:12:33
255;41.05;Basmanny;2024-11-02 00:11:36
256;4.91;Zamoskvorechye;2024-11-17 06:11:24
257;33.15;Yakimanka;2024-11-16 08:11:56
258;18.05;Basmanny;2024-11-10 05:11:10
259;31.8;Yakimanka;2024-11-19 17:11:50
260;10.72;Krasnoselsky;2024-12-12 16:12:47
261;34.32;Basmanny;2024-12-11 05:12:22
262;45.16;Khamovniki;2024-10-29 23:10:41
263;31.2;Krasnoselsky;2024-11-05 08:11:46
264;21.11;Basmanny;2024-12-10 09:12:58
265;39.73;Yakimanka;2024-11-14 00:11:05
266;44.59;Zamoskvorechye;2024-12-22 22:12:33
267;35.27;Krasnoselsky;2024-11-24 23:11:34
268;38.37;Presnensky;2024-11-05 00:11:33
269;35.11;Yakimanka;2024-12-26 06:12:01
270;20.25;Zamoskvorechye;2024-11-20 21:11:47
271;41.86;Meschansky;2024-11-04 08:11:01
272;4.33;Presnensky;2024-10-29 15:10:23
273;26.11;Tverskoy;2024-12-30 10:12:31
274;47.24;Krasnoselsky;2024-11-08 21:11:36
275;15.29;Zamoskvorechye;2024-12-18 19:12:58
276;22.61;Presnensky;2024-11-24 04:11:05
277;43.04;Arbat;2024-11-05 13:11:51
278;19.94;Tagansky;2024-11-22 06:11:39
279;15.77;Krasnoselsky;2024-12-18 05:12:43
280;19.47;Krasnoselsky;2024-11-08 20:11:09
281;26.15;Arbat;2024-11-22 19:11:05
282;18.84;Tverskoy;2024-11-10 17:11:19
283;21.03;Tagansky;2024-12-03 03:12:49
284;18.65;Presnensky;2024-11-07 00:11:32
285;29.74;Meschansky;2024-12-21 17:12:02
286;47.39;Presnensky;2024-11-26 08:11:23
287;14.54;Zamoskvorechye;2024-12-15 19:12:36
288;14.9;Yakimanka;2024-11-18 12:11:07
289;11.5;Basmanny;2024-11-19 17:11:58
290;3.79;Khamovniki;2024-11-08 19:11:11
291;38.72;Khamovniki;2024-12-27 05:12:07
292;11.7;Tverskoy;2024-12-17 23:12:28
293;18.18;Yakimanka;2024-11-22 00:11:42
294;14.37;Krasnoselsky;2024-11-11 19:11:29
295;35.54;Krasnoselsky;2024-11-15 03:11:26
296;2.44;Tagansky;2024-11-04 06:11:31
297;10.62;Tverskoy;2024-12-08 15:12:14
298;39.76;Presnensky;2024-10-29 13:10:18
299;29.47;Tverskoy;2024-11-05 20:11:16
300;18.99;Tverskoy;2024-12-11 14:12:15
301;38.08;Tverskoy;2024-12-30 16:12:16
302;9.37;Presnensky;2024-12-23 22:12:37
303;30.21;Arbat;2024-12-05 01:12:23
304;26.48;Meschansky;2024-12-10 00:12:27
305;28.52;Basmanny;2024-10-29 22:10:13
306;46.32;Tverskoy;2024-12-14 21:12:49
307;15.67;Tagansky;2024-11-13 23:11:16
308;6.69;Tverskoy;2024-12-24 18:12:31
309;14.15;Khamovniki;2024-12-18 19:12:29
310;4.49;Presnensky;2024-11-07 14:11:45
311;14.07;Arbat;2024-12-12 03:12:55
312;44.34;Krasnoselsky;2024-11-16 18:11:51
313;14.42;Presnensky;2024-12-07 16:12:06
314;32.78;Basmanny;2024-11-28 14:11:49
315;17.93;Arbat;2024-12-10 02:12:19
316;45.84;Zamoskvorechye;2024-12-21 20:12:08
317;4.16;Tagansky;2024-12-04 03:12:52
318;34.14;Presnensky;2024-11-08 22:11:33
319;16.67;Krasnoselsky;2024-12-22 11:12:25
320;11.71;Tagansky;2024-12-18 17:12:28
321;49.67;Tverskoy;2024-11-30 11:11:40
322;16.86;Yakimanka;2024-12-25 11:12:15
323;43.96;Arbat;2024-11-21 11:11:42
324;25.64;Basmanny;2024-12-13 06:12:11
325;37.29;Tverskoy;2024-11-24 11:11:07
326;11.17;Presnensky;2024-11-21 07:11:59
327;25.59;Tagansky;2024-12-13 09:12:05
328;49.7;Arbat;2024-10-29 07:10:27
329;9.97;Meschansky;2024-12-24 17:12:57
330;8.83;Tverskoy;2024-12-25 18:12:41
331;30.85;Arbat;2025-01-01 00:01:44
332;22.55;Tverskoy;2024-11-03 21:11:35
333;6.91;Meschansky;2024-12-05 23:12:40
334;41.73;Zamoskvorechye;2024-12-11 15:12:10
335;45.98;Zamoskvorechye;2024-12-28 17:12:07
336;34.35;Tagansky;2024-12-04 15:12:53
337;35.64;Presnensky;2024-11-07 03:11:01
338;1.65;Khamovniki;2024-12-02 15:12:40
339;37.31;Tverskoy;2024-11-17 01:11:17
340;21.7;Krasnoselsky;2024-11-13 19:11:06
341;33.85;Krasnoselsky;2024-12-04 20:12:08
342;39.33;Arbat;2024-12-19 15:12:51
343;15.89;Tagansky;2024-11-29 02:11:50
344;39.41;Tverskoy;2024-12-16 02:12:21
345;40.6;Yakimanka;2024-11-05 15:11:45
346;7.78;Krasnoselsky;2024-11-14 04:11:21
347;17;Basmanny;2024-12-19 17:12:49
348;11.56;Arbat;2024-12-05 01:12:46
349;42.22;Meschansky;2024-11-23 10:11:22
350;1.66;Yakimanka;2024-11-28 05:11:51
351;30.15;Tagansky;2024-11-27 02:11:56
352;33.02;Tverskoy;2024-12-30 01:12:45
353;19.66;Yakimanka;2024-12-13 05:12:44
354;47;Meschansky;2024-11-15 03:11:14
355;2.03;Khamovniki;2024-12-07 04:12:12
356;46.76;Basmanny;2024-11-25 06:11:18
357;23.85;Yakimanka;2024-11-07 16:11:08
358;9.49;Zamoskvorechye;2024-12-11 19:12:34
359;24.97;Tverskoy;2024-12-10 07:12:56
360;6.02;Zamoskvorechye;2024-11-16 22:11:35
361;40.93;Krasnoselsky;2024-11-04 16:11:22
362;3.04;Krasnoselsky;2024-11-04 01:11:43
363;24.36;Krasnoselsky;2024-11-30 15:11:27
364;35.66;Khamovniki;2024-12-17 07:12:46
365;0.81;Yakimanka;2024-12-04 22:12:07
366;34.89;Krasnoselsky;2024-11-01 08:11:22
367;0.99;Tverskoy;2024-11-07 01:11:33
368;45.2;Krasnoselsky;2024-10-28 01:10:46
369;28.49;Tagansky;2024-12-27 17:12:16
370;12.71;Tagansky;2024-11-29 14:11:21
371;37.12;Yakimanka;2024-12-13 14:12:13
372;48.7;Zamoskvorechye;2024-12-18 20:12:02
373;14.72;Tagansky;2024-10-27 03:10:17
374;46.48;Meschansky;2024-11-13 04:11:32
375;15.44;Arbat;2024-11-20 18:11:08
376;34.31;Yakimanka;2024-11-15 11:11:42
377;47.81;Tverskoy;2024-11-04 13:11:40
378;7.45;Tverskoy;2024-11-08 15:11:18
379;1;Basmanny;2024-12-18 19:12:49
380;37.7;Khamovniki;2024-12-14 19:12:21
381;36.2;Tagansky;2024-11-13 08:11:32
382;24;Tagansky;2024-11-19 19:11:34
383;13.26;Arbat;2024-12-15 17:12:38
384;4.95;Tagansky;2024-12-17 17:12:35
385;29.29;Tagansky;2024-11-22 14:11:49
386;35.69;Meschansky;2024-11-13 14:11:37
387;12.13;Basmanny;2024-12-28 12:12:51
388;10.23;Tagansky;2024-11-05 12:11:01
389;36.94;Arbat;2024-11-24 04:11:26
390;43.3;Khamovniki;2024-12-25 09:12:15
391;31.42;Yakimanka;2024-11-06 07:11:13
392;19.04;Yakimanka;2024-12-13 20:12:29
393;10.52;Tagansky;2024-12-06 09:12:49
394;42.21;Presnensky;2024-11-11 19:11:13
395;0.59;Tagansky;2024-12-14 04:12:32
396;35.85;Presnensky;2024-12-21 08:12:44
397;15.97;Presnensky;2024-12-17 09:12:30
398;30.64;Tagansky;2024-12-21 06:12:03
399;17.78;Tverskoy;2024-11-24 18:11:58
400;8.24;Arbat;2024-11-10 06:11:38
401;1.13;Basmanny;2024-12-22 16:12:48
402;15.93;Yakimanka;2024-10-29 17:10:49
403;8.51;Khamovniki;2024-12-31 04:12:20
404;15.93;Tagansky;2024-12-07 01:12:25
405;8.05;Tverskoy;2024-11-24 04:11:35
406;25.26;Khamovniki;2024-12-03 07:12:49
407;0.33;Meschansky;2024-12-21 00:12:54
408;27.11;Arbat;2024-12-08 14:12:09
409;32.27;Yakimanka;2024-11-11 01:11:36
410;36.52;Tverskoy;2024-12-05 10:12:40
411;32.92;Tverskoy;2024-12-31 20:12:20
412;10.55;Khamovniki;2024-10-30 12:10:05
413;31.77;Tverskoy;2024-11-19 23:11:28
414;18.46;Meschansky;2024-12-15 21:12:27
415;6.75;Zamoskvorechye;2024-11-05 09:11:14
416;3.01;Meschansky;2024-12-14 02:12:13
417;30.67;Krasnoselsky;2024-12-18 04:12:36
418;12.95;Zamoskvorechye;2024-11-27 06:11:24
419;15.41;Presnensky;2024-11-12 03:11:21
420;7.95;Basmanny;2024-11-17 03:11:28
421;36.85;Arbat;2024-12-04 05:12:54
422;14.92;Zamoskvorechye;2024-12-10 20:12:06
423;44.34;Zamoskvorechye;2024-10-29 04:10:48
424;45.37;Meschansky;2024-12-07 15:12:14
425;16.39;Tagansky;2024-11-21 12:11:08
426;27.74;Tverskoy;2024-12-12 00:12:16
427;22.1;Presnensky;2024-12-29 17:12:06
428;39.03;Tverskoy;2024-10-29 22:10:16
429;32.27;Krasnoselsky;2024-12-27 22:12:48
430;23.38;Tverskoy;2024-12-14 17:12:50
431;11.43;Krasnoselsky;2024-11-16 01:11:44
432;24.36;Khamovniki;2024-12-11 00:12:09
433;1.83;Tverskoy;2024-11-15 18:11:21
434;32.05;Zamoskvorechye;2024-12-17 14:12:49
435;25.37;Basmanny;2024-11-29 06:11:10
436;1.71;Krasnoselsky;2024-12-17 00:12:30
437;8.37;Krasnoselsky;2024-12-09 20:12:22
438;34.06;Zamoskvorechye;2024-12-10 14:12:17
439;20.16;Yakimanka;2024-12-16 14:12:27
440;46.11;Tagansky;2024-11-21 11:11:27
441;4.61;Tverskoy;2024-12-20 05:12:47
442;29.83;Basmanny;2024-12-27 13:12:08
443;27.58;Yakimanka;2024-11-22 22:11:50
444;35.81;Krasnoselsky;2024-11-13 08:11:47
445;34.11;Krasnoselsky;2024-11-08 04:11:17
446;9.94;Yakimanka;2024-11-10 13:11:37
447;14.91;Tagansky;2024-11-03 14:11:22
448;3.67;Presnensky;2024-11-02 13:11:06
449;1.28;Meschansky;2024-10-27 22:10:00
450;42.39;Presnensky;2024-11-29 15:11:14
451;21.87;Presnensky;2024-12-12 04:12:08
452;29.07;Presnensky;2024-11-05 22:11:57
453;8.08;Meschansky;2024-11-10 13:11:16
454;6.26;Arbat;2024-12-26 16:12:24
455;17.59;Basmanny;2024-11-06 07:11:08
456;20.37;Tverskoy;2024-11-01 15:11:35
457;18.52;Zamoskvorechye;2024-11-08 05:11:55
458;27.24;Basmanny;2024-11-05 16:11:53
459;4.92;Presnensky;2024-12-26 04:12:30
460;40.31;Basmanny;2024-11-09 04:11:17
461;3.82;Zamoskvorechye;2024-11-07 20:11:24
462;3.71;Khamovniki;2024-11-09 06:11:45
463;23.01;Presnensky;2024-12-27 18:12:20
464;21.73;Tagansky;2024-11-22 15:11:37
465;25.3;Khamovniki;2024-12-03 17:12:53
466;22.67;Tverskoy;2024-12-07 17:12:18
467;20.68;Presnensky;2024-12-18 03:12:04
468;13.7;Basmanny;2024-12-09 18:12:54
469;21.88;Tverskoy;2024-12-23 03:12:22
470;49.81;Basmanny;2024-10-28 16:10:20
471;3.81;Yakimanka;2024-12-08 04:12:42
472;46.32;Presnensky;2024-12-13 04:12:54
473;0.42;Zamoskvorechye;2024-11-06 06:11:42
474;43.26;Zamoskvorechye;2024-11-05 10:11:09
475;25.01;Tverskoy;2024-12-13 09:12:12
476;19.34;Khamovniki;2024-11-02 22:11:07
477;25.46;Yakimanka;2024-12-31 03:12:01
478;47.22;Yakimanka;2024-11-26 21:11:28
479;25.18;Arbat;2024-12-16 09:12:04
480;44.84;Tverskoy;2024-11-12 10:11:59
481;19.97;Zamoskvorechye;2024-10-30 17:10:02
482;23.68;Basmanny;2024-12-29 05:12:05
483;16.76;Yakimanka;2024-12-10 22:12:23
484;49.09;Meschansky;2024-12-24 01:12:43
485;27;Presnensky;2024-12-24 13:12:33
486;42.89;Meschansky;2024-11-06 18:11:23
487;38.63;Tagansky;2024-11-23 23:11:56
488;4.77;Zamoskvorechye;2024-12-09 12:12:08
489;25.7;Yakimanka;2024-12-01 06:12:12
490;16.45;Zamoskvorechye;2024-12-11 12:12:46
491;24.08;Presnensky;2024-12-27 17:12:08
492;44.4;Zamoskvorechye;2024-11-07 18:11:08
493;4.23;Presnensky;2024-12-12 19:12:25
494;23.48;Basmanny;2024-12-25 19:12:07
495;46.67;Basmanny;2024-12-14 05:12:30
496;6.22;Basmanny;2024-12-11 10:12:03
497;21.13;Presnensky;2024-10-28 13:10:52
498;19.12;Tverskoy;2024-12-04 02:12:50
499;47.05;Arbat;2024-12-28 09:12:42
500;16.99;Tverskoy;2024-11-10 10:11:26
501;4.73;Presnensky;2024-12-19 02:12:05
502;44.12;Krasnoselsky;2024-12-26 02:12:30
503;24.52;Tverskoy;2024-11-10 00:11:38
504;22.85;Presnensky;2024-12-29 17:12:54
505;8.76;Meschansky;2024-12-01 15:12:19
506;46.61;Tagansky;2024-11-10 19:11:24
507;32.79;Tverskoy;2024-11-19 10:11:46
508;47.22;Yakimanka;2024-11-22 11:11:48
509;6.95;Khamovniki;2024-12-12 01:12:52
510;26.82;Basmanny;2024-12-08 17:12:36
511;35.45;Zamoskvorechye;2024-12-11 13:12:59
512;27.94;Krasnoselsky;2024-11-22 19:11:35
513;23.69;Arbat;2024-12-18 19:12:35
514;27.29;Basmanny;2024-12-31 22:12:40
515;27.64;Zamoskvorechye;2024-10-28 01:10:56
516;50.1;Krasnoselsky;2024-12-01 04:12:08
517;24.59;Yakimanka;2024-11-18 20:11:26
518;5.09;Tagansky;2024-12-21 04:12:40
519;23.46;Arbat;2024-12-20 15:12:34
520;3.28;Tverskoy;2024-12-28 06:12:13
521;14.98;Yakimanka;2024-11-16 15:11:35
522;8.36;Basmanny;2024-11-28 20:11:03
523;16.27;Tverskoy;2024-11-10 09:11:24
524;32.14;Krasnoselsky;2024-12-31 15:12:34
525;24.82;Presnensky;2024-12-12 11:12:58
526;4.37;Tagansky;2024-11-29 12:11:44
527;2.65;Zamoskvorechye;2024-11-05 07:11:43
528;9.86;Yakimanka;2024-12-09 04:12:30
529;1;Meschansky;2024-12-24 21:12:26
530;26.03;Tverskoy;2024-11-21 16:11:29
531;35.74;Presnensky;2024-11-17 10:11:33
532;34.04;Meschansky;2024-12-05 01:12:42
533;26.51;Zamoskvorechye;2024-12-22 20:12:48
534;13.55;Meschansky;2024-12-05 11:12:33
535;27.95;Zamoskvorechye;2024-11-21 05:11:42
536;15.92;Yakimanka;2024-12-12 05:12:18
537;2.75;Tagansky;2024-11-27 07:11:56
538;43.19;Tverskoy;2024-10-30 18:10:20
539;25.5;Krasnoselsky;2024-12-16 10:12:59
540;30.18;Arbat;2024-11-11 00:11:27
